Frame,TimeStamp,Vehicle_ID,Location_X,Location_Y,Velocity_X,Velocity_Y,Acceleration_X,Acceleration_Y
34865,4.688441652804613,489,284.78204345703125,-169.03573608398438,0.0,0.0,0.0,0.0
34865,4.688441652804613,490,-9.53035831451416,-119.44601440429688,0.0,0.0,0.0,0.0
34865,4.688441652804613,491,15.901372909545898,96.3170394897461,0.0,0.0,0.0,0.0
34865,4.688441652804613,492,408.6968994140625,-32.30543899536133,0.0,0.0,0.0,0.0
34865,4.688441652804613,493,-15.57209300994873,101.64974212646484,0.0,0.0,0.0,0.0
34865,4.688441652804613,494,409.2412109375,-97.48486328125,0.0,0.0,0.0,0.0
34865,4.688441652804613,495,376.7408142089844,-172.01220703125,0.0,0.0,0.0,0.0
34865,4.688441652804613,496,-489.7301025390625,177.67459106445312,0.0,0.0,0.0,0.0
34865,4.688441652804613,497,-507.22979736328125,177.56466674804688,0.0,0.0,0.0,0.0
34865,4.688441652804613,498,4.519885540008545,-106.66072845458984,0.0,0.0,0.0,0.0
34866,4.738441653549671,489,284.78204345703125,-169.03573608398438,0.0,0.0,0.0,0.0
34866,4.738441653549671,490,-9.53035831451416,-119.44601440429688,0.0,0.0,0.0,0.0
34866,4.738441653549671,491,15.901372909545898,96.3170394897461,0.0,0.0,0.0,0.0
34866,4.738441653549671,492,408.6968994140625,-32.30543899536133,0.0,0.0,0.0,0.0
34866,4.738441653549671,493,-15.57209300994873,101.64974212646484,0.0,0.0,0.0,0.0
34866,4.738441653549671,494,409.2412109375,-97.48486328125,0.0,0.0,0.0,0.0
34866,4.738441653549671,495,376.7408142089844,-172.01220703125,0.0,0.0,0.0,0.0
34866,4.738441653549671,496,-489.7301025390625,177.67459106445312,0.0,0.0,0.0,0.0
34866,4.738441653549671,497,-507.22979736328125,177.56466674804688,0.0,0.0,0.0,0.0
34866,4.738441653549671,498,4.519885540008545,-106.66072845458984,0.0,0.0,0.0,0.0
34867,4.788441654294729,489,284.78204345703125,-169.03573608398438,0.0,0.0,0.0,0.0
34867,4.788441654294729,490,-9.53035831451416,-119.44601440429688,0.0,0.0,0.0,0.0
34867,4.788441654294729,491,15.901372909545898,96.3170394897461,0.0,0.0,0.0,0.0
34867,4.788441654294729,492,408.6968994140625,-32.30543899536133,0.0,0.0,0.0,0.0
34867,4.788441654294729,493,-15.57209300994873,101.64974212646484,0.0,0.0,0.0,0.0
34867,4.788441654294729,494,409.2412109375,-97.48486328125,0.0,0.0,0.0,0.0
34867,4.788441654294729,495,376.7408142089844,-172.01220703125,0.0,0.0,0.0,0.0
